start	end	text
2708680	2715320	and then let's say again pass the string into comma three comma zero maybe, okay? And then try to run it.
2717160	2721240	And it returns the correct value, okay? So what about if I change, let me copy it,
2722680	2730520	once again, what if I call this with the value here, the last thing being 10? So what do you expect
2730520	2737720	a minute should return? 10, right? So the value that it returns is 10 and 10 is certainly
2737720	2743000	not greater than all these three. So there is no issue in the, you know, so there is no assertion
2743000	2749080	violation. We know everything, you know, when, well, what about, so we have seen maximum value in
2749080	2754520	the middle position, we have seen maximum in the last position. So why not check another thing that
2754520	2762600	if, what if we, let's say put maximum value in the first position, let's say, in this case,
2762600	2770200	also it's no behaving properly, right? So we have seen, I mean, multiple cases where the answer
2770200	2778200	is correct, right? So in this case, so, so somehow now we believe, you know, start believing that
2778200	2784200	this is correct. And see, an advantage of writing this kind of assertion is that if by mistake,
2784200	2790600	something is wrong inside your code or implementation, then these assertions may help you as that
2791000	2797560	bug. So for simplicity, let me try to make this implementation a little bit incorrect. So we know
2797560	2802280	this is correct. So that's why, you know, our assertion is not, you know, failing. But what if I,
2802280	2808680	let me copy and paste this again, the whole code here, let me try to introduce some, you know,
2809800	2818200	subtle box in this piece of code. So let me think of a very, you know,
2820840	2826680	you know, subtle bug like, I mean, let's say, I mean, by mistake, I mean, if this result is no
2826680	2832440	hundred, okay? So since we don't want to see the code, so there can be mistake of different kinds
2832440	2837240	inside the code. So you cannot believe that the code is always correct. So assume that there is
2837240	2841320	some mistake and in this case, I have introduced intentionally some mistake, right? So what is the
2841320	2846760	mistake you can see? I've introduced, you know, in this case, what I'm saying is no result is
2846760	2855320	equal to hundred. And I want to check whether my, so, so, so what I want to check is whether,
2856440	2862680	this can help me identify whether there is a bug, okay? So in this case, I'm returning something,
2862680	2871320	which is, we should know. So what's the return here? I mean, in this case, what was I returning in the
2871320	2880760	previous, so I should return B, right? Because I was in this branch where B is greater than C,
2881400	2887080	and you knew that no B is greater than A. So in that case, I should return B. But instead of
2887080	2893320	returning B, I'm returning plenty of value 10. So 100. So this is certainly, I know, a wrong
2893320	2901720	implementation, right? So now, if we go on, let's check in this particular thing. So
2903560	2906040	can this detect it now?
2907000	2925880	So what about, let me again, copy paste some of the values that we have already used, maybe here.
2926840	2937560	Or let me write it down. So max of, max of three, I want to call this, maybe your
2939400	2946360	two comma, that's a minus three. So what's the value that you're getting here?
2946360	2959480	Okay. So this is correct, right? Because not two is the maximum of all this. So what about
2964680	2973880	maximum of, you see, I mean, in this case, there is no error because you don't hit that particular
2973880	2980120	branch, right? Your first value is no greater. So you only execute the first block of code,
2980120	2986680	which corresponds to the if. So you could not encounter that. So what about the other kind of,
2986680	2994760	you know, input that you may get where, you know, this is, you're forced to go to the last branch,
2994760	3001000	right? In that case, also, you will see, since no nothing is wrong, you get the correct thing.
3001000	3010280	But what about max of three? And then in this case,
3013240	3016920	again, if I want to maybe,
3024120	3029640	so let me now cook up a case where I want to actually hit that particular branch. So maybe 20,
3029640	3035560	I pass and then I pass 30 and then I pass 10. So in this case, certainly, I wanted to return,
3036120	3041400	you know, 30, right? Because 30 is the maximum thing. So if I run it now,
3044280	3048440	so did I not run this piece of code? I think I did not run this piece of code. So that's why,
3049400	3052600	okay. So when I run this piece of code, and then if you,
3052920	3060040	see, so in this case, there is no issue. In this case, again, there is no issue. So you get 10.
3060040	3064120	But when you, you know, run this piece of code, what you get is 100, right?
3065640	3072440	Which is certainly not the, you know, maximum of the three numbers that we, you know, wanted to return.
3073640	3077960	So there is a, you know, error in the code, certainly, right? I mean, we have seen that,
3077960	3083320	you know, this 100 is a error in the code. But the specification or, you know, the correct
3083320	3090120	behavior that you have written could not be violated, right? Here, can you see the reason why?
3090840	3099160	So, so since there is an error, ideally, I should have, you know, so the purpose of writing this
3099160	3104680	assertion was to, you know, figure out whether there is an error or not, okay? So what we are
3104680	3109880	seeing right now is no, this assertion is no passing without, so it's not getting violated.
3110440	3116200	No, even though the final outcome that I'm getting here is something wrong, right? I should have,
3116920	3123240	I should have got some, some hint with this assertion. So, so what went wrong was our assertion
3123960	3129640	incorrect or something that we missed actually to capture in our assertion.
3130520	3135960	So, the assertion is certainly correct, right? Because so this is not an incorrect specification
3135960	3140760	for a result. So, results should always be greater than equal to A, B, and C.
3141640	3146040	But this is not a complete specification. This is not as strong enough specification.
3146040	3150600	So this should certainly be true, but there, I mean, we want something else to be true also,
3150600	3155480	which we should include in the assertion to make it a, you know, a complete specification or
3155480	3160600	a strong specification for this function, okay? So, certainly assertion is not, you know,
3160600	3166120	a assertion is correct. This assertion should be true for the correct result,
3166120	3170760	but something more should be true for the correct result also, right? So, we need to maybe
3170760	3175960	specify a little tightly what this function is intended to do. And you can see, you know,
3175960	3181080	this example shows you clearly what is, what are we missing? Although we claim that the final
3181080	3187400	value that we are returning is greater than equal to all the value that has been given as input,
3187400	3193320	but we are not ensuring in the assertion that the result should be one among these three value
3193320	3197320	that has been given as input, okay? So, although this specification is correct,
3198120	3201960	but this is not useful, this is not helping us to figure out this kind of error,
3201960	3206840	because this is not a strong enough, okay? So, maybe we need to add something, you know,
3206920	3212680	more strong to this assertion to make it a complete specification or a strong specification,
3212680	3218040	which can, you know, cache this kind of bug. So, that's why, I mean, now let's, no, let me,
3218040	3224440	no copy this piece of code again, okay? And go to this, you know, section, and then maybe
3226120	3233400	copy and paste this piece of code here. And the additional line up assertion that we
3233480	3239640	talk just now, maybe we want to write it here, okay? So, it's, it's a correct specification,
3239640	3245160	so initially it was a correct specification, but you also need a strong specification,
3245160	3251720	is what I want to emphasize at this point in time. So, we also need a strong specification.
3252680	3257400	This, it was correct, but it was not strong enough to cache this kind of, you know, error.
3257480	3263240	So, what we can say in the next line is, let me copy, copy this thing.
3267960	3277320	Well, let me copy the whole thing and then paste it. And what I want to check here is,
3277320	3283480	so that result should be no one among ABC, right? So, result should be either equal to A,
3283480	3296680	let's change this and to R, or the result should be no equal to equal to B, or the result should
3296680	3305880	be equal to equal to C. So, result is, no, maximum result. So, this, this check, the second
3305960	3316600	assessment tells us this result is among the inputs, this is what maybe we want to claim at this
3316600	3322040	point in time, okay? So, if we, you know, make this, you know, additional check that, no,
3322040	3327800	result should be greater than certainly equal to all three, but the result should also be among one
3327800	3334120	of these three, right? And the, no, best way to represent this criteria, this additional criteria,
3334120	3339800	which makes our specification not only correct, but also strong, is to maybe write this kind of
3339800	3345240	assertion, okay? So, if you understand your, you know, function behavior properly, you should
3345240	3350280	be able to write out correct and strong specification. And this also gives a chance for you to think
3350280	3355320	about the function behavior that you actually intend, right? Because many of you might have accepted
3355320	3360360	the very first line itself to be a complete and strong, you know, correct and strong specification,
3360360	3365960	but that was not right. We turned out, when we were checking on some example, we turned out, we
3365960	3372360	returned, you know, wrong, no output, but is still satisfying the assertion. So, so this is also
3372360	3378040	an, you know, kind of art, the more you think about functions and the more you write meaningful
3378040	3382680	assertions about the functions, you become perfect at it, and you tend to write correct
3382680	3388120	specification and strong specification, which can help you, you know, find or, you know, catch
3388120	3393160	this kind of bugs, okay? So, now, when we have written this piece of code, let me, you know,
3393160	3399880	compile this piece of code now. And once we compile this code, let me now write down again, a
3399880	3411400	similar, you know, kind of some max of three. And then, let me pass it. Now, the buggy case,
3412280	3418280	which one, which will happen if you hit the branch corresponding to be, right? So, where be,
3418280	3424280	you want to output bn? So, I want my middle number to be the, this one, and this one, okay?
3425880	3435240	Now, if you try to run this, can you see? So, now, this time, you know, my assertion failed,
3435960	3441080	right? And it's telling you why the assertion failed because no assertions second condition is
3441080	3448360	why I like it now. So, result is not among the inputs. So, I'm sorry. So, I should have written
3448360	3457400	here, result is not among the inputs for it to be correct, right? Because this is printed only
3457400	3463880	if your assertion is not true. So, if this is not true, you know, this piece of code, which is an
3463880	3468680	expression, Boolean expression is not true, then I want to maybe print this thing, okay? And
3468680	3473880	this, this, this is also, you know, help me catch certain type of, you know, errors. So,
3473880	3478120	so this is, let's say, I mean, if we do not have access to this piece of code,
3480520	3485480	okay, what I mean, I mean, this piece of code is very complex or somehow not accessible to you,
3485480	3490360	but it has been produced by someone and you still want to verify whether the function is
3490360	3495000	working as it is or not. So, maybe we can write down, you know, these two set of assertions
3495960	3500200	and figure out whether the code is correct or not, okay? So, this is, you know, the power of
3500200	3507320	a specification that will turn out to be most useful when we go ahead and we use LLM in software
3507320	3512600	development, okay? So, with this, I would like to conclude today's lecture on conditional,
3512600	3518680	we will continue in the next lecture with a discussion of loops. So, till then, goodbye,
3518680	3520680	I will see you in the next video. Thank you.
