start	end	text
2969760	2975040	you know difficult to come up with the exact logic logic for the most general case of BST okay
2975040	2981920	so think about this problem you know on your own and try to come up with the appropriate rotations
2981920	2987920	you know in in the in the most general you know setting of a BST okay so what about the last
2987920	2994160	the no scenario so last scenario is again you know just like the previous one but here you know
2994160	2998720	we have a balanced factor of minus two why because on the left hand side nothing is there
2998720	3003600	but in the right hand side we have something like this okay and if you have something like this
3003600	3011040	how to fix it again I mean you can maybe you know take a guess from the previous case that we
3011040	3018480	have seen can we transform this first into this kind of a structure okay so A will not complain
3018480	3024080	because for A nothing is changing but what about P and C so can we complain about C
3026160	3033040	so cell B complaint so for this tree to be a BST or what is required that C should be greater than
3034480	3042080	B that's how I mean she can come on as a right child of B but is C no greater than B already
3042080	3047920	so here C is already greater than B right so if I transform this into this even B should not
3047920	3055200	complain and C will not complain because he doesn't have any child okay so yeah so think about
3055200	3061440	this this case is carefully so these are you know four different types of rotation that we apply
3061520	3072240	on any you know balanced by by necessary to recover from this imbalance and you know get balance okay
3072240	3078160	so to get a balanced by necessary so yeah so these are the things that know we discussed today
3078160	3085040	so I leave as a assignment for you to you know define this rotation which we call left rotation
3085360	3093200	rotation and use them to you know correct the imbalance that is there in in your tree after
3093200	3098560	any insertion okay so for AVL tree now you have to write down all this code I mean you have
3098560	3104240	so the the idea or our final goal is to maintain an AVL tree now AVL tree are you know
3104240	3110320	by by necessary with this height balance thing you know check every time okay and for doing this
3110400	3116480	kind of height balancing you have to rotate left or right or a combination of both of this that
3116480	3122000	we have discussing in the previous no example using previous example so these are some you know
3122000	3128080	function for which I have given you signature and you are expected to implement this function
3128080	3134320	and submit it okay so what's the very first one is the rotate left okay and what it does it it
3134320	3140240	gets an unbalanced node okay so we we try to figure out what is the you know unbalanced node
3140240	3146080	and after getting to that unbalanced node we will try to do this kind of rotation to no left
3146080	3157440	rotation to get rid of no so what is rotate left in the above if you see so this is the left
3157440	3164000	rotation right so in this kind of no situation we want to implement this logic no of
3164000	3170000	transformation that we discuss here okay so think about it so rotate left and rotate right
3170000	3175760	right two functions which take an unbalanced node and does this so input is node or dictionary
3175760	3183120	that is right heavy so if it is right heavy it needs a no left rotation right no so returns
3183120	3190880	should be a new root node after the left rotation okay and this is exactly what we discussed
3191120	3198400	also write some similar function for right rotation okay and then can you
3199760	3205200	write a function which uses combination of this you know left rotation and right rotation
3206000	3210960	to balance a particular node let's see you could figure out that some node is a no imbalance
3210960	3217920	so so can you then write down a function which can convert that node into or know that part of
3217920	3224320	the tree into a balanced tree okay so the input is node dictionary that might be unbalanced
3225520	3231840	and the return for this return value for this you know function that you want to write is the
3231840	3241200	balanced node okay so again I mean so this this may be you know more complicated right because here
3241200	3247280	you have to identify first what kind of imbalance is there no which of these four you know cases
3247280	3253600	you are in and then depending upon what is your current no scenario you have to apply one of the
3253600	3258880	possible transformations or you know discuss transformation from above to solve these
3258880	3264240	imbalance okay so this is what I expect you to write down okay so again I mean these are some
3264240	3271200	no easy example to help you visualize this again same discussion that we had earlier so go
3271680	3278720	to know in an offline mode and try to come up with these signatures so so finally what I want
3278720	3284640	you to implement all these you know function signatures so I have summarized them so these are
3284640	3291120	some you know core function signature that you need to implement in order to implement this
3291120	3296640	no avial or high balance trees okay so first one is you know create node I mean can you write
3296640	3303040	down a function we just create a node you know creates and it turns a new avial node this study
3303920	3310000	then the second function is get height remember I mean now we can you know detect whether a node is
3310800	3315840	complaining or not by calculating only height right I mean if you don't have a function to get
3315840	3320400	height you cannot calculate balance factor and then you will never know whether a node is balance
3320640	3327200	or not okay so first write down that height function so this function you know get height to calculate
3327200	3332560	height for any node so think about it on your own and try to come up with an implementation
3333440	3340880	using this can you now you know implement a function which can tell you what is the balance
3340880	3346160	factor at each node okay so this this function should calculate balance factor
3346640	3353440	for any no given node that you passed this function okay and once you have this balance factor
3353440	3361680	you also have to maybe you know write a function which will update height right because whenever
3361680	3368000	you add so now you want to maintain this height information always in your dictionary so that
3368000	3375280	you immediately know whenever you know the balance factor for any of the node goes beyond the
3375280	3380560	allowed let's say range so can you also write this you know update height function so whenever
3380560	3388800	you add a node or remove a node from your there's a height balance tree so at that time so after
3388800	3394320	that no addition or removal you should be able to know update the height for each of the node in
3394320	3402400	the tree right so so so for that you would need a no update height function so either you integrate
3402400	3410160	this update height function when you are you know calling when you're you know modifying your data
3410160	3415760	structure or you can write down it separately and then you know call this whenever you are changing
3415760	3422080	your data structure okay so write down this update height function so so that now this this
3422080	3429280	takes a node and then again based on its children I mean it can actually update the height of
3429280	3436480	the parent node then write this rotate left function which I've already not discussed so it
3436480	3442880	it should take an unbalanced node and try to do this left rotation to fix the you know
3443840	3453120	this kind of you know imbalance so similarly rotate right you have to write down so once you have
3453120	3459920	rotate left and right or maybe now you you are in a position to know insert node right because once
3459920	3467120	you insert node so after the insert and you may figure out that you know there is an imbalance
3467120	3472160	introduced and at that time you may have to use this left and right rotation in combination with
3472160	3479840	each other to to you know get rid of that imbalance so again I mean read the signature of this
3479840	3485920	function carefully and try to implement this on your own then I mean this is a simple
3485920	3490720	search function that you might have written for you know BST you have to again write that here
3491360	3494960	and there are some utility function but these are optional I mean if you want to skip you can
3494960	3500880	skip this function but at least right know all the implementation of these functions for which I
3501040	3510560	provided you signature here no until this no section 4 okay so with this I would like to conclude
3510560	3518320	no today's lecture so in today's you know video we briefly discussed about this idea of height
3518320	3524480	balance tree and we we we we we we discuss why this is important and we also discuss about
3524480	3529120	the overall logic of maintaining the height I mean if there is an temporary imbalance that has
3529120	3534880	been introduced by insertion of a new element or deletion of existing element okay so we talked
3534880	3541680	about LLLR and you know this left-right combination kind of rotation which can help us get rid of
3541680	3548640	this kind of imbalances what do you I expect from you is to write down complete implementation of
3548640	3554160	the function signature that I have given for you know this lecture so I will meet you in the
3554160	3562080	next lecture so until then goodbye thank you
