start	end	text
2842080	2849520	even numbers which is you know present in this you know initial list so what I say is I want to
2849520	2856880	apply this filter and what is the filter that I want to apply so my filter is is even function okay
2859200	2867760	and what I pass is this no list of numbers so when I do this I collect all the you know even
2867840	2876720	number in this one and again just to make sure that I you know finally get a list I write here list
2878160	2885600	okay so when I when I apply this again the first argument is the filter function which is
2885600	2892560	you know is even which will tell us whether the number is you know no true or false no number
2893120	2898560	whether this no check returns true or false and the second one is the whole list of numbers on
2898560	2905360	which we want to apply this check okay so finally we get is no set of even numbers okay now
2909520	2914000	now let me no copy paste to see whether
2914480	2928080	so we have already applied this and what we want is to check whether this thing is correct or
2928080	2935520	no the semantics of this should let me a print or even numbers and no which are you know in this
2936480	2937120	even happy
2942720	2949840	now can you see I mean when we run this code we get to 468 and 10 and all of them are even number okay
2949840	2954880	now what what about now applying the same thing with you know lambda so let's know
2956240	2961840	attempt to do this without defining a new or you know function is even but instead you know
2961840	2968640	I want to use now lambda expression to do the same the option what I am intending to do is that
2968640	2980160	I am trying to implement this filter with lambda so what shall be the code so can we write down
2980160	2984720	the code for just opposite maybe maybe you know let's just calculate odd now instead of
2985760	2990480	even if I have to calculate now or I mean this return all the odd numbers so how to
2990560	2996560	know return it so maybe you know write this no odds here all the odds want to return
2997600	3005040	and what about know the filter let's say apply filter and we will write something you know
3005040	3010480	here right in the beginning we will write something and then finally we will apply you know
3010480	3018480	this check function to and you have be a number okay so this is what we want so we have to
3018480	3023520	fill this gap I mean what shall we write here so this should be a check now which we should
3023520	3032240	be able to check whether given number x is odd or not so what shall we return if a number is odd
3032240	3037840	so moderate division should return of 1 right instead of a 0 if it has to be odd can we write
3037840	3044640	you know lambda expression for that so so if we write lambda let's say x is my input and then
3044640	3055280	what I want to return is whether x modular division you know 2 is equal to is equal to 1
3057120	3062960	remember I mean here I mean in case of even we wanted this to be 0 right but here in case of
3062960	3072240	odd number I want it to be 1 okay so I return now this thing and just again to make sure that I
3072320	3082240	get a list I just know or app it in this list thing and what if I you know run this so even numbers
3082240	3087680	is you know we got printed from the previous one but if you know print again you know these odd
3087680	3095120	numbers let's say whatever we have collected in this now odds if we again print it here let's say
3096080	3105040	let me write down this now if you print all the odd numbers which is not collected in odds what do
3105040	3114480	we get here you see we got the same you know we know 1 1 3 5 7 9 these numbers which are actually
3114480	3122480	odd number so everything is no working as intended so we we have seen how to use a map and filter
3122480	3128240	together with these lambda expressions and they're very you know convenient to use whenever you
3128240	3136000	have something like this now I will conclude today's lecture with a slightly you know maybe you know
3136000	3142960	complicated you know lambda expression but it's good to think about it because this will make
3142960	3147280	the semantics of this lambda expression far more clear for you on the other hand if you don't
3147280	3152080	follow this please no don't get demotivated we'll come back to it when we discuss again functions
3152480	3158400	so what we are going to discuss now is no something what we call a function factory okay so now what
3158400	3164560	I want to do is I want to define a function which will return functions okay so this is in
3164560	3168800	different than what we have been doing till now so I want to define a function which you know
3168800	3174640	returns different functions based on what we want let's say I want to create you know many
3174640	3181280	functions which you know jobs are to multiply a given number with some number so let's say I
3181280	3186960	want to create a function with a name double which I whenever given a number creates develop that
3186960	3193200	but no I also want to you know create a number which let's say no triples number so so let's say
3193200	3198160	name that number as triple so that number give whenever given as an argument creates no triple
3198160	3203600	of that similarly I may want to create no one function for each of these kind of no thing I mean
3203600	3208880	this may look very artificial to you but no I for example to be very simple let's say keep our
3208880	3215520	function also to be very simple so I want to maybe you know create you know this you know
3215520	3221280	multiplier functions maybe and I want to do it using a function itself so okay so I want to
3221280	3227920	maybe write a function whose name I may want to give create multiplier and I have to give no by
3227920	3232720	what factor you know this you know new function that I return should multiply a given number so
3232720	3238400	that should be the factor one argument to this multiplier function and the final output that
3238400	3244160	this multiplier function gives is a function itself okay which will return the you know function
3244160	3249840	which is you know it useful for me to you know multiply a given number using that factor so so
3249840	3255840	let me I mean write down you know in a very you know if you know first attempt of writing such a
3255840	3265600	function so what we want to do is we want to maybe you know define a create multiplier
3269360	3278640	multiplier function which takes a factor as an you know input okay and the whole job of this
3278640	3285200	no function is to define a function okay so inside this function what we do what we want to
3285200	3297600	actually do is we define another function which we are calling let's say let's say multiply here
3298400	3308000	okay and multiply x okay so what the multiplier x does is it just returns
3313840	3325760	it just returns x multiplied by this factor okay and what my you know original function returns
3327840	3339200	is just this multiplier okay so what is multiplier so where did we you know so how can we return
3339200	3345200	something like this because that thing has been already defined inside my function okay so what
3345200	3351840	this create multiplier takes from you know outside is this factor and once it knows the factor it
3351840	3358480	actually returns a whole function and the you remember you see this factor is used inside the
3358480	3363920	definition of this multiplier function so just go through it slowly I mean if possible if you
3363920	3370320	you know feel essential stop the video and think about what's actually going on here what is the
3370320	3376480	input of this create multiplier function which is a factor and what is the output of this no function
3377120	3383520	which is again a function itself okay now I want just to make more sense I mean I want let me
3383520	3388640	I mean give you some concrete example let's say if I want to create a no function which let's
3388640	3394480	say double you know whatever you give then what I will say I will say create instead of you know
3394480	3401120	defining it a fresh here I can also define it you know in a completely fresh way right using
3401360	3405360	expressions or whatever you want but I want to use let's say this create multiplier
3408480	3413440	flyer okay and what's a live pass to the create multiplier
3415280	3421520	two right so when I pass it to two it will create a you know multiplier you know function
3421520	3427040	which will multiply by two and it will give it a name or double so double now becomes my function
3427120	3432240	which will you know double whatever number I give to wait okay so for example I mean let me
3433200	3440960	immediately maybe use this double to apply it to some maybe number and then
3443360	3444000	so let me
3444160	3459280	so maybe print you know double and apply double this number on 5 so what do you get what do you
3459280	3468160	expect here so there is some error so double is not defined okay so there is no mismatch in
3468320	3477520	the way I have defined double so okay now if so the double of 5 is 10 okay so can I also define
3477520	3484080	your triple I mean in same way this is triple now as we discussed in the very beginning that
3484080	3486880	this number should be able to so let me you know copy paste this one
3490400	3496640	and then say that now I want to do different triple and what if I you know want to print what
3496720	3504480	is the effect of my triple let's copy and paste it here instead of you know double
3506640	3510320	now I want to print the triple and using this triple function okay
3513600	3519680	triple function so what do you expect here see I mean we are getting exactly if we wanted right
3519680	3525280	so we can create double triple and these kind of things and you can create no you know 10 times
3525280	3531440	hour you know if you want to let's say define a function which is you know multiply it with 10
3531440	3537200	times you can also say create multiplier and pass 10 like I mean let me create it and not use it
3537200	3547840	maybe you want to multiply now with 10 so take you may so this time stand once there is nothing
3547920	3559680	but let's say create multiply and then you pass it 10 you can also again check you know using
3559680	3563120	the same method whether you know you can so again there is some error
3563360	3581760	maybe you know some spelling mistake so I just copy it and paste here here okay so this is how
3581760	3586720	you can create this no function but again if I ask you can you do it without defining this
3587200	3593040	inside it okay so what we did here was now we we outputted no this multiplier function but before
3593040	3598880	outputting this multiplier function we created this you know multiplier function inside the main
3598880	3604960	function that you know was creating all this no function okay so can you get rid of you know this
3605440	3611360	what I have highlighted here you know so let me you know copy this whole you know code and what I'm
3611360	3616960	trying to ask you is copy and paste it here now what I'm trying to say is I mean can we do
3617760	3624960	by not having this you know defined explicitly here okay so this is what you know we want to
3625920	3634400	see and you should be able to guess you know what what what shall I do I mean if I don't want to
3634400	3640800	define the function inside this you know main function no the whole no purpose of defining
3640800	3647840	this multiplier here no is to use it here right in the return can I not define it here and still
3647840	3654320	you know use something similar here in when I'm returning okay so so what I'm saying is I let's
3654320	3662000	say if I comment these two lines of code and I still want to get the effect of multiplier here
3662000	3667680	what shall I do I mean you should be able to guess at this point that we can use lambda expressions
3668400	3676080	you know effectively to get rid of this definition inside the function okay so what about I mean if I
3676560	3684240	right so what was it no job of this lambda function that you the function multiplier that you
3684240	3690800	have defined inside x just to you know multiply that x you know with a factor right so instead of
3690800	3699920	that we can also say this right that you take x as an input and then you return x multiplied by
3701760	3706640	factor which you already know right because factor has been passed to you so if we use this
3706640	3713920	expression you can see this expression has the same effect as this you know function okay
3713920	3720400	so instead of you know returning that you can directly maybe you know return this thing okay
3720400	3726720	and if I now try to run things and see whether I get the same result you see you get the same
3726720	3735840	result it's a valid you know definition accepted by python and also the results are as intended okay
3735840	3740240	so this is a perfectly you know correct way to do this so we could get rid of one definition of
3740240	3747680	function inside this one now a third you know even more you know clever way to do you know
3747680	3759520	something similar you know can be you know different I mean so what we are asking now in the
3759520	3765280	third attempt is to can we you know instead of defining this function in this way can we define
3765440	3771760	it using no lambda expressions so this is what I'm not asking you here so what what we are saying is
3771760	3777280	no can we comment out all this code and then create multiplier using lambda expression because
3777280	3783520	remember what we have written here is also a function right this itself is a function which takes
3783520	3789760	you know some input what is the input that it takes factor and it turns to this function so can
3789920	3794720	you know instead of writing this whole thing I mean this definition in this definition of
3794720	3800720	function in this form can we convert this also as a lambda expression okay so this may look a
3800720	3805760	little bit tricky to you at this moment but try to think about it I mean since it's a function
3805760	3812160	we can always create a no nameless lambda expression out of this function okay so what I'm trying to
3812160	3817680	say here is I mean is this a valid thing to do let me write it down so create maybe
3819840	3828480	create multiplier okay so you see I mean you know I instead of defining this create multiplier
3828480	3834080	function in this format which is normal no syntax for defining any function what I'm saying is
3834080	3840960	can I define this create multiplier as a variable and then assign it some lambda expression which
3840960	3845840	will have the same effect as if no we have defined the function so so what shall be the lambda
3845840	3855680	expression then okay so the argument is no factor okay and so so this is no you see I mean
3855680	3862880	the the argument was factor and what was the return type so what was the return value you see
3862880	3867840	return value was a lambda expression itself okay so after colon or maybe you know we can copy
3867840	3874160	from here exact thing right so what we want to return and for safety you use a parenthesis and
3874160	3881440	then you know pass this do you see this is no valid one-line you know statement which again
3881440	3887040	defines the same create multiplier function which will it should have the same meaning it from
3887040	3896640	our discussion till now it's easy to see why no this is true okay so let me run this and see
3896640	3901520	whether compiler accepts it without an error so certainly I mean it no accepts it without an
3901520	3911280	error but what about again now if I want to not define like I mean if I want to just copy and
3911280	3916720	paste this three line of code here just to check whether the semantics is also as intended
3916720	3921600	because syntax wise it's perfect but what about semantics do we get the same semantics so let me
3921600	3928640	run this piece of what again I know with this and you see the same meaning right so lambda expression
3928800	3937040	can be very helpful in concisely representing function expressions and especially when you're
3937040	3942960	using it no for maybe only one time and you know in cases where the function definition is not
3942960	3949200	that complicated that you want to maybe write comment for describing it and especially if it is not
3949200	3954880	reusable maybe you want to use it only for one time in that case also I mean you can simply use
3954880	3961760	this lambda expression and avoid defining any new function so just to you know summarize the
3961760	3969280	whole idea we want to know answer this question I mean through this lecture we try to answer this
3969280	3977120	question that when would you use lambda expression okay so using lambda you know expression is you know
3977120	3983200	perfect you know in the cases you know where for example you want to do calculation very
3983200	3989120	no quickly okay so the very you know first thing is that if I want to do some no quick calculations maybe
3993840	3999280	since then I have to know pray for this in our lambda expression also the kind of transformation
3999280	4004400	which I want to capture with this lambda expression should be simple I mean it you should not
4005440	4011760	know use lambda expression for very very complex transformation in that those cases it's better to
4011760	4017120	define your function explicitly because that will no be more direct way of you know saying what
4017120	4021440	you want to do rather than you know defining this complicated lambda expression so another thing
4021440	4028560	that we would certainly want is that the transformation that we are trying to you know express using
4028560	4038080	this lambda expression should be simple okay so we shall always write lambda expression for simple
4038080	4042880	transformation you know another thing I mean that is you know important in that we discuss that you
4042880	4049280	know if you know transformation that you are talking about right now is not reusable at multiple
4049280	4055280	places it's only you know mean for one time maybe operation in that case again you can prefer
4055280	4062080	using lambda expression over function so the third core criteria that you know that will help me
4062640	4069040	to use lambda expression is one-time operation if no the operation that you want to perform or
4070000	4076240	not define is a one-time operation then you better use it when to you know you use regular
4076240	4081520	function so I mean when your logic is very complex let's say it's not very easy to define it in
4081520	4087680	no one although I mean you can always define it in no terms of lambda expression but the expression
4087760	4093360	may be very complex to make sense of so when your logic is complex you should most mostly know go
4093360	4098160	to the regular function okay and define it using the syntax of the regular function so the very
4098160	4104240	you know first you know kind of thing where I get a hint of you know going to regular function is
4104240	4112880	no complex logic if the logic is complex better you know stick to regular function then I mean again
4112880	4117600	I mean as we discussed previously I mean if the code has to already the function has to be used
4117600	4123440	and reuse at multiple places in multiple files you know and then you must actually define it
4123440	4127440	explicitly and give it a name because then that you can use that name multiple times in
4127440	4133520	no different places okay so the next important thing to note is that you know our
4135760	4142240	so you should write function when the code that you want to you know reuse multiple times okay
4142880	4160000	so the code that you will reuse many times you better write functions for that and of course
4160000	4166160	I mean code is you know reusable and logic is complex and when you want a clear documentation for
4166160	4171600	that you certainly should use that okay so believe I mean let's you know suppose that your code is
4171600	4176960	to be used by some other third party you know then you need to give the documentation of the code
4176960	4181440	also very clearly and you cannot provide documentation inside a lambda expression okay so for that you
4181440	4187200	need to write a proper function and also put enough documentation so that someone who is using your
4187200	4193040	code should not be forced to look inside the implementation of the code rather than it can just
4193040	4198240	look at the description of the code and use that code okay so if the code is meant for third party
4198720	4204240	and if you want to document the code clearly then also you should define your you know functions
4204240	4216000	using proper you know function definition so this is a moment you need clear documentation
4220480	4226240	so these are some of the places where I can you know advise you to use lambda expressions
4226240	4231760	and functions you know judicially based upon what's the current scenario okay so with this we
4231760	4245280	would like to you know conclude this lecture I will see you in the next video thank you
