start	end	text
2133040	2140720	see with some example what I want to, you know, if I say so X and Y are pointing, are not to
2140720	2143840	actually point it to the same memory location. So, if you are familiar with pointer, I mean,
2143840	2147840	this may be, you know, a place where you may get confused that X and Y are actually pointed to
2147920	2153680	the same memory location, no. So, X and Y point to the same object, but they are not, you know,
2153680	2157840	pointed to the same memory location, okay. In Python, a variable is not a memory container,
2157840	2162720	but this is important to understand. It's a name tag or a reference that points to an object
2162720	2167440	in the memory and not to a memory location. So, this is very, very important, especially if you
2167440	2173600	are working with immutable data types like, you know, integer, string or, you know, double,
2173600	2179120	then this is a great no point of confusion for, you know, many of the big newcomers. So,
2179120	2184160	to highlight this, let me now work out some example and then it will be clear. For example,
2184160	2190800	in the beginning, as you remember, I mean, we instantiated both X and Y with a value 10, right?
2190800	2195120	And that's why, that's how, you know, you know, that they point to the same object. But what?
2195440	2204320	If at this particular point, we change the value of Y to, let's say, 20, okay. And let's say,
2204320	2210960	we change the value of Y to the point of Y to 20. And then if we want to, no print, what is the,
2210960	2218960	no, current? After let's say, executing this instruction that, no, we assign Y to 22, Y,
2218960	2224720	if we want to see what's the value inside, let's say, the variable X. So, what's the, let's say,
2224720	2234480	current value? Okay, so what is the current value of, say, X at this particular moment? Okay,
2234480	2242480	so let me. So, do you think that changing Y will change X? No, no, if you consider them as
2242480	2247200	pointer, then certainly yes, right? Because both point to the same memory location. So, no matter
2247200	2253120	whether you change the value there, Y or Y or X, the change value should be reflected in both the
2253120	2259200	cases, right? So, I mean, if they are actually pointer, then the current value of X should also
2259200	2263760	change, right? But if you let's say, no print this, what do you get? You get the current value of
2263760	2271840	X is 10, but you have assigned a value 20 to Y, okay? So, no, the current value of X has is same
2271840	2276000	as the original value of X, right? Which was also the value of Y. So, these are not actually
2276000	2280960	pointer, right? So, this is a very, you know, a small example to show that changing Y does not change
2280960	2288240	X. And that's how, I mean, these are not exactly, you know, memory variables are not memory
2288240	2292720	container, okay? So, they're the point to the same object. So, this is how, I mean, so Python's,
2292720	2297040	you know, memory management and type system, take care of all of this for you. So, you don't need
2297040	2301920	to worry, but I mean, you need to keep with this distinction clearly in mind that when you change
2301920	2308240	the, so even if you assign, you know, Y to X, let's say here, and later on change the value of Y,
2308240	2313680	you are not changing the value of X. Similarly, let me again change the value of X to know some other
2313680	2321600	value, okay? So, 30, let's say. So, again, I mean, you can expect that the value of, you know, Y
2321600	2325920	by changing this. So, since this is changing the value of X, and if I want to print now the current
2325920	2336000	value of Y, what do you expect here, okay? So, based on our last discussion, what we expect here
2336160	2340720	is that no value of Y should not change, right? The value of Y should be 20. If we run this code,
2341840	2347440	this is what, you know, we get, which ensures that our understanding is now correct. We are not
2347440	2356480	confusing, you know, these variable names as pointer in C, okay? To be more clear, I mean, if you
2356480	2362000	want, you can also print the ID, okay? So, now, you see, I mean, Y and X are actually
2362160	2366560	pointing to different objects, okay? So, since they are pointing to different objects, you know,
2366560	2372240	if I just prove the ID of those objects, I should get, you know, different results, right? So,
2372240	2377200	we can confirm this again. So, by just printing now, maybe the ID, so let's, you know, print plus the
2378400	2391520	ID of object X. Let me print the ID of object X, and let's repeat the same instruction.
2392480	2400720	Okay, for variable Y, let's change X to Y here, and also here Y, and try to see. So, what do you
2400720	2408080	expect? I mean, now that we have assigned 20 to Y and 32X, if you print ID, what do you expect?
2408080	2412560	Do you get the same result or different things? So, in this case, you can see that we get
2412560	2417680	different, right? That X and Y are now pointing to two different objects, okay? And the ID for those
2417680	2421360	different objects are, you know, clearly, you know, distinct here, right? This is what we can figure out.
2422320	2426960	So, to summarize, you know, what we saw, you know, in this short video is that Python
2426960	2432960	hides the complexity of direct memory manipulation, okay? And pointers behind a, you know, safe,
2432960	2437280	high-level abstraction called object references, okay? So, these are called, no, object references. So,
2437280	2441440	variable are referencing two objects, not to memory location. This makes the language easier,
2442000	2448320	and you know, is it learned and used while being less prone to common memory management error?
2448320	2452320	Otherwise, you have to do everything on your own. I mean, if you are given, they can see, I mean,
2452320	2458160	you can manage your memory very efficiently, but then that is also, you know, a major cause of,
2458160	2463360	you know, memory errors and no other kind of error. So, Python tries to hide all these details,
2463360	2468800	you know, from you, and it still allows you enough freedom to work with it and write meaningful
2468800	2477120	programs, okay? So, this is all for today. So, thank you for watching this video. I will meet you
2477120	2487440	in the next video. Till then, goodbye. Thank you.
